trase_code,uml_id,group,company,mill_name,latitude,longitude,capacity_tonnes_ffb_hour,status,earliest_year_of_existence,earliest_year_of_existence_source,kabupaten_name,kabupaten_trase_id,province_name
M-00671,PO1000006161,SUPERVENTURE,USAHA SAWIT MANDIRI,USAHA SAWIT MANDIRI,0.304898162,99.44715791,60,Operating,2015,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PASAMAN BARAT,ID-1312,SUMATERA BARAT
M-00673,PO1000008174,SUPERVENTURE,USAHA SAWIT MANDIRI,USAHA SAWIT MANDIRI,-2.396090219,101.1650213,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUKO-MUKO,ID-1706,BENGKULU
M-00674,PO1000007646,UNKNOWN,GLOBAL SAWIT SEMESTA,SUBULUSSALAM,2.617582189,98.02790991,30,Operating,2008,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SUBULUSSALAM (KOTA),ID-1175,ACEH
M-00675,PO1000007572,UNKNOWN,RAJA MARGA,RAJA MARGA,3.985353213,96.62715486,10,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NAGAN RAYA,ID-1115,ACEH
M-00676,PO1000004857,EAGLE HIGH PLANTATIONS,JAYA MANDIRI SUKSES,BANGKIRAI,-0.56205444,116.3753499,90,Operating,2011,Establishment year based on other government record of establishment (e.g. Permit database),KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00677,PO1000004254,AGRINA,RANA WASTU KENCANA,RANA WASTU KENCANA,1.145232836,109.3193812,60,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SAMBAS,ID-6101,KALIMANTAN BARAT
M-00678,PO1000004189,UNKNOWN,RAPI TEKNIK,RAPI TEKNIK,2.999808739,99.21681035,20,Operating,1997,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIMALUNGUN,ID-1209,SUMATERA UTARA
M-00679,PO1000004550,UNKNOWN,RAYA PADANG LANGKAT,GEBANG,3.945790816,98.36540844,20,Operating,1986,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-00680,PO1000000512,REA HOLDINGS,REA KALTIM PLANTATIONS,CAKRA,0.2642306,116.270103,80,Operating,2006,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00681,PO1000000143,REA HOLDINGS,REA KALTIM PLANTATIONS,PERDANA,0.2577853,116.1500399,80,Operating,1998,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00682,PO1000004368,TIANJIN JULONG,REZEKI KENCANA,REZEKI KENCANA,-0.266907882,109.2513228,30,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUBU RAYA,ID-6112,KALIMANTAN BARAT
M-00684,PO1000004155,IBRIS PALM,DELIMA MAKMUR,LAE TANGGA,2.245276912,98.03032975,30,Operating,2007,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",ACEH SINGKIL,ID-1102,ACEH
M-00685,PO1000004568,BAHRUNY,SISIRAU,SISIRAU,4.202258188,98.06461342,30,Operating,1997,Establishment year based on other government record of establishment (e.g. Permit database),ACEH TAMIANG,ID-1114,ACEH
M-00686,PO1000007591,UNKNOWN,ROHUL PALMINDO,ROHUL PALMINDO,0.986771078,100.7324549,20,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
M-00687,PO1000004844,LX INTERNATIONAL,TINTIN BOYOK SAWIT MAKMUR,TINTIN BOYOK SAWIT MAKMUR,-0.110867482,110.7329489,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SEKADAU,ID-6109,KALIMANTAN BARAT
M-00688,PO1000005205,LX INTERNATIONAL,GRAND UTAMA MANDIRI,SEJAHTERA,0.469966347,111.2116671,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SEKADAU,ID-6109,KALIMANTAN BARAT
M-00689,PO1000004112,UNKNOWN,RUDY AGUNG AGRA LAKSANA,RAAL,-1.276976299,103.2481581,45,Operating,2011,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),TANJUNG JABUNG BARAT,ID-1507,JAMBI
M-00692,PO1000004386,SAGO NAULI,TRI BAHTERA SRIKANDI,TANDIKEK,0.464024792,99.36574159,30,Operating,2013,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",MANDAILING NATAL,ID-1202,SUMATERA UTARA
M-00693,PO1000004387,SAGO NAULI,SAGO NAULI,SAGO NAULI,0.469189051,99.22384514,30,Operating,2002,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MANDAILING NATAL,ID-1202,SUMATERA UTARA
M-00694,PO1000006205,UNKNOWN,SAHABAT SAWIT SEJAHTERA,SEKIET KALTIM,-1.4842742,116.3167174,60,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PASER,ID-6401,KALIMANTAN TIMUR
M-00695,PO1000004548,SAMPOERNA AGRO,MUTIARA BUNDA JAYA,PERMATA BUNDA,-3.943458266,105.1101161,60,Operating,2009,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN
M-00697,PO1000003970,SAMPOERNA AGRO,GUNUNG TUA ABADI,SUMBER SAWIT,-3.807596744,105.1721415,60,Operating,2010,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN
M-00698,PO1000005580,SAMPOERNA AGRO,SELAPAN JAYA,SELAPAN JAYA,-3.707626582,105.0987098,120,Operating,1999,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN
M-00699,PO1000004518,SAMPOERNA AGRO,TELAGA HIKMAH,TELAGA HIKMAH,-3.598086288,105.0588269,60,Operating,2004,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN
M-00700,PO1000004226,SAMPOERNA AGRO,SUNGAI RANGIT,SUNGAI RANGIT,-2.630385677,111.2567461,75,Operating,2001,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),SUKAMARA,ID-6206,KALIMANTAN TENGAH
M-00701,PO1000004128,SAMSUNG,INECDA,INECDA,-0.493428976,102.3669241,60,Operating,1994,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-00702,PO1000004138,SAMSUNG,GANDAERAH HENDANA,GANDAERAH HENDANA,-0.156242222,102.2068278,30,Operating,1996,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PELALAWAN,ID-1404,RIAU
M-00703,PO1000006345,GURITA LINTAS SAMUDERA,SANDABI INDAH LESTARI,LUBUK BANYAU,-3.309823052,102.0913894,45,Operating,2008,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BENGKULU UTARA,ID-1703,BENGKULU
M-00704,PO1000004284,DHANISTHA SURYA NUSANTARA,SANGGAM KAHURIPAN INDONESIA,SANGGAM KAHURIPAN INDONESIA,3.115467,117.266333,30,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BULUNGAN,ID-6502,KALIMANTAN UTARA
M-00705,PO1000004188,HERFINTA,SAPTA SENTOSA JAYA ABADI,MUKOMUKO,-2.384948374,101.1629431,30,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUKO-MUKO,ID-1706,BENGKULU
M-00706,PO1000007673,MUSIM MAS,SARANA ESA CITA,SARANA ESA CITA,1.358722262,109.3832063,45,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),SAMBAS,ID-6101,KALIMANTAN BARAT
M-00707,PO1000003976,TSH RESOURCES,SARANA PRIMA MULTI NIAGA,SARANA PRIMA MULTI NIAGA,-1.99680842,112.9273446,45,Operating,2010,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-00708,PO1000006226,SARASWANTI,SARASWANTI SAWIT MAKMUR,SARASWANTI SAWIT MAKMUR,-2.266221665,116.0164619,45,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PASER,ID-6401,KALIMANTAN TIMUR
M-00709,PO1000007594,UNKNOWN,SARI BUAH SAWIT,SARI BUAH SAWIT,-0.04909832,99.88363418,60,Operating,2006,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PASAMAN BARAT,ID-1312,SUMATERA BARAT
M-00712,PO1000004364,CHAROEN POKPHAND,SATRIA MULTI SUKSES,SATRIA MULTI SUKSES,0.221482802,109.529226,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANDAK,ID-6103,KALIMANTAN BARAT
M-00714,PO1000004417,ASTRA AGRO LESTARI,SAWIT ASAHAN INDAH,SAWIT ASAHAN INDAH,0.76147,100.51947,45,Operating,2007,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
M-00715,PO1000004558,UNKNOWN,SAWIT JAYA MAKMUR SENTOSA,SAWIT JAYA MAKMUR SENTOSA,4.017217121,98.21273054,45,Operating,2012,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LANGKAT,ID-1213,SUMATERA UTARA
M-00716,PO1000007600,UNKNOWN,SAWIT JUJUHAN ABADI,SAWIT JUJUHAN ABADI,-1.241908798,101.7454688,45,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BUNGO,ID-1509,JAMBI
M-00717,PO1000008128,KENCANA AGRI,SAWIT KALTIM LESTARI,SAWIT KALTIM LESTARI,-0.06690459,116.8297732,60,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00718,PO1000008141,UNKNOWN,SAWIT MAS NUSANTARA,SAWIT MAS NUSANTARA,0.160071,101.720654,60,Operating,2016,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PELALAWAN,ID-1404,RIAU
M-00719,PO1000004067,UNKNOWN,SAWIT MULIA,PASAR BEMBAH,-3.63453741,102.2124275,30,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BENGKULU TENGAH,ID-1709,BENGKULU
M-00720,PO1000004560,UNKNOWN,SAWIT NAGAN RAYA MAKMUR,SAWIT NAGAN RAYA MAKMUR,4.048360577,96.47505932,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NAGAN RAYA,ID-1115,ACEH
M-00721,PO1000008160,NPC RESOURCES BERHAD,NALA PALMA CADUDASA,NALA PALMA CADUDASA,0.279503871,116.8445567,60,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-00722,PO1000004435,NAGAMAS,NAGAMAS AGRO MULIA,TALIKUMAIN,1.07799,100.26128,30,Operating,2003,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
M-00723,PO1000004438,UNKNOWN,MAZUMA AGRO INDONESIA,MAZUMA AGRO INDONESIA,1.128939824,100.1552193,30,Operating,2004,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PADANG LAWAS,ID-1221,SUMATERA UTARA
M-00724,PO1000008206,UNKNOWN,SAWITA PASAMAN JAYA,SAWITA PASAMAN JAYA,0.324695134,99.45280284,120,Operating,2005,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PASAMAN BARAT,ID-1312,SUMATERA BARAT
M-00725,PO1000004173,UNKNOWN,SAWITA UNGGUL JAYA,SAWITA UNGGUL JAYA,2.332678568,100.0996882,30,Operating,2009,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU,ID-1207,SUMATERA UTARA
M-00727,PO1000004312,UNKNOWN,SAWITTA JAYA LAU PAKAM,SAWITTA JAYA LAU PAKAM,3.26001798,97.96625665,30,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KARO,ID-1211,SUMATERA UTARA
M-00728,PO1000004178,UNKNOWN,SENTOSA MULIA BAHAGIA,SENTOSA MULIA BAHAGIA,-2.375725296,103.973326,60,Operating,2008,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUSI BANYUASIN,ID-1606,SUMATERA SELATAN
M-00729,PO1000004230,UNKNOWN,SENTOSA SEJAHTERA SEJATI,SENTOSA SEJAHTERA SEJATI,-2.66524564,101.3004979,15,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUKO-MUKO,ID-1706,BENGKULU
M-00732,PO1000004425,SEPTA,CITRA BUMI AGRO,CITRA BUMI AGRO,0.996514325,100.615599,30,Operating,2014,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HULU,ID-1407,RIAU
M-00733,PO1000004859,PALMA SERASIH,ANUGERAH ENERGITAMA,TEPIAN LANGSAT,0.79124815,117.2828393,45,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-00734,PO1000004534,UNKNOWN,SERDANG CEMERLANG,SERDANG CEMERLANG,3.76538038,98.55526591,30,Operating,2013,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",DELI SERDANG,ID-1212,SUMATERA UTARA
M-00735,PO1000004332,UNKNOWN,SERDANG HULU,SERDANG HULU,3.348449525,98.49402307,25,Operating,1999,"Mill known to exist in 1999 (source: Taib, Gunatif (2000), Kajian Pengembangan Industri Crude Palm Oil Skala Kecil (Studi Kasus Pengembangan Industri Crude Palm Oil di Sumatera Barat), http://repository.ipb.ac.id/handle/123456789/5044)",LANGKAT,ID-1213,SUMATERA UTARA
M-00736,PO1000004339,UNKNOWN,SERDANG TENGAH,TANJUNG PURBA,3.396255372,98.85648983,45,Operating,2012,Establishment year based on other government record of establishment (e.g. Permit database),DELI SERDANG,ID-1212,SUMATERA UTARA
M-00737,PO1000004398,UNKNOWN,SEWANGI SAWIT SEJAHTERA,SEWANGI SAWIT SEJAHTERA,0.581175186,101.0876084,45,Operating,2004,"Mill known to exist in 2004 (source: Golder Associates (2006). Appendix VIII: Summary of Renewable Potential in Indonesia POM, Retrieved October 10, 2018, http://www.adb.org/Documents/Reports/Consulta nt/46557-INO/36557-INO-TACR- AppendixVIII.pdf)",KAMPAR,ID-1406,RIAU
M-00739,PO1000008146,UNKNOWN,SIBADIHON SAWITA TOROP LESTARI,SIBADIHON SAWITA TOROP LESTARI,1.81043,100.151504,,Operating,2013,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LABUHAN BATU SELATAN,ID-1222,SUMATERA UTARA
M-00741,PO1000000329,SD GUTHRIE,SAJANG HEULANG,ANGSANA MINI,-3.672783,115.621933,15,Operating,2004,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),TANAH BUMBU,ID-6310,KALIMANTAN SELATAN
M-00742,PO1000000325,SD GUTHRIE,LADANGRUMPUN SUBURABADI,ANGSANA,-3.612154247,115.6110094,60,Operating,2005,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),TANAH BUMBU,ID-6310,KALIMANTAN SELATAN
M-00743,PO1000000319,SD GUTHRIE,BERSAMA SEJAHTERA SAKTI,GUNUNG ARU,-3.495472546,116.1672139,60,Operating,1994,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00745,PO1000000316,SD GUTHRIE,BINA SAINS CEMERLANG,SUNGAI PINANG,-2.984544167,103.4055997,30,Operating,2004,"Mill known to exist in 2004 (source: Golder Associates (2006). Appendix VIII: Summary of Renewable Potential in Indonesia POM, Retrieved October 10, 2018, http://www.adb.org/Documents/Reports/Consulta nt/46557-INO/36557-INO-TACR- AppendixVIII.pdf)",MUSI RAWAS,ID-1605,SUMATERA SELATAN
M-00746,PO1000000320,SD GUTHRIE,GUTHRIE PECCONINA INDONESIA,RANTAU PANJANG,-2.915897465,103.7479776,90,Operating,2001,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI BANYUASIN,ID-1606,SUMATERA SELATAN
M-00747,PO1000000327,SD GUTHRIE,PARIPURNA SWAKARSA,PONDOK LABU,-2.4752403,116.5068516,60,Operating,2002,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00748,PO1000000321,SD GUTHRIE,INDOTRUBA TENGAH,SEKUNYIR,-2.443841599,112.0070715,45,Operating,1996,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN BARAT,ID-6201,KALIMANTAN TENGAH
M-00749,PO1000000323,SD GUTHRIE,LAGUNA MANDIRI,RANTAU FACTORY,-2.439124813,116.1151314,45,Operating,2002,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00750,PO1000001380,SD GUTHRIE,LAGUNA MANDIRI,BETUNG,-2.378560218,116.2053621,60,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00751,PO1000000324,SD GUTHRIE,LANGGENG MUARA MAKMUR,BEBUNGA,-2.373833333,116.3297222,60,Operating,1999,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00753,PO1000000331,SD GUTHRIE,TAMACO GRAHA KRIDA,UNGKAYA,-2.222778,121.563611,60,Operating,1999,"Mill known to exist in 1999 (source: Taib, Gunatif (2000), Kajian Pengembangan Industri Crude Palm Oil Skala Kecil (Studi Kasus Pengembangan Industri Crude Palm Oil di Sumatera Barat), http://repository.ipb.ac.id/handle/123456789/5044)",MOROWALI,ID-7203,SULAWESI TENGAH
M-00754,PO1000001867,SD GUTHRIE,SANDIKA NATAPALMA,LEMBIRU,-2.169205351,110.6742826,45,Operating,2009,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KETAPANG,ID-6106,KALIMANTAN BARAT
M-00755,PO1000000314,SD GUTHRIE,TEGUH SEMPURNA,PEMANTANG,-2.148548,112.291493,60,Operating,2007,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),SERUYAN,ID-6208,KALIMANTAN TENGAH
M-00756,PO1000000322,SD GUTHRIE,KRIDATAMA LANCAR,SUKAMANDANG,-2.059116187,112.3167947,60,Operating,2002,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),SERUYAN,ID-6208,KALIMANTAN TENGAH
M-00757,PO1000000315,SD GUTHRIE,BAHARI GEMBIRA RIA,LADANG PANJANG,-1.79120998,103.7933218,30,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUARO JAMBI,ID-1505,JAMBI
M-00758,PO1000000601,WILMAR,AMP PLANTATION,AMP PLANTATION,-0.156036036,100.0278049,120,Operating,1996,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",AGAM,ID-1307,SUMATERA BARAT
M-00759,PO1000001381,SD GUTHRIE,BHUMIREKSA NUSA SEJATI,MANDAH FACTORY,0.115371185,103.5489761,45,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),INDRAGIRI HILIR,ID-1403,RIAU
M-00760,PO1000000318,SD GUTHRIE,BHUMIREKSA NUSA SEJATI,TELUK BAKAU,0.256188682,103.5888958,45,Operating,2004,"Mill known to exist in 2004 (source: Golder Associates (2006). Appendix VIII: Summary of Renewable Potential in Indonesia POM, Retrieved October 10, 2018, http://www.adb.org/Documents/Reports/Consulta nt/46557-INO/36557-INO-TACR- AppendixVIII.pdf)",INDRAGIRI HILIR,ID-1403,RIAU
M-00761,PO1000000107,SD GUTHRIE,SIME INDO AGRO,BUKIT AJONG,0.268939,110.482802,30,Operating,2001,Establishment year based on other government record of establishment (e.g. Permit database),SANGGAU,ID-6105,KALIMANTAN BARAT
M-00762,PO1000004377,CEMPAKA MAS ABADI,MITRA AUSTRAL SEJAHTERA,MITRA AUSTRAL SEJAHTERA,0.357668319,110.4309842,30,Operating,2003,Establishment year based on other government record of establishment (e.g. Permit database),SANGGAU,ID-6105,KALIMANTAN BARAT
M-00763,PO1000007604,PTPN III,PERKEBUNAN NUSANTARA V,SUNGAI GALUH,0.546428913,101.229798,60,Operating,1999,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-00764,PO1000000317,SD GUTHRIE,ANEKA INTI PERSADA,TELUK SIAK,0.59249532,101.6586308,30,Operating,1995,Establishment year based on other government record of establishment (e.g. Permit database),SIAK,ID-1405,RIAU
M-00765,PO1000000330,SD GUTHRIE,TUNGGAL MITRA PLANTATIONS,MANGGALA,1.520525,100.7319,45,Operating,1997,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-00766,PO1000000326,SD GUTHRIE,LAHAN TANI SAKTI,ALUR DUMAI,1.560675665,100.5415876,15,Operating,2006,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HILIR,ID-1409,RIAU
M-00767,PO1000000706,SD GUTHRIE,PERKASA SUBUR SAKTI,BLANG SIMPO,4.708339913,97.84014607,30,Operating,1997,Establishment year based on other government record of establishment (e.g. Permit database),ACEH TIMUR,ID-1105,ACEH
M-00768,PO1000004432,SIN TEK HUAT,TRIMITRA LESTARI,TRIMITRA LESTARI,-1.068885185,103.1668501,30,Operating,2004,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),TANJUNG JABUNG BARAT,ID-1507,JAMBI
M-00769,PO1000004860,SIN TEK HUAT,BINA SAWIT NUSANTARA,BINA SAWIT NUSANTARA,0.165799445,101.3260084,30,Operating,2006,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KAMPAR,ID-1406,RIAU
M-00770,PO1000004059,TRINITY INTERLINK,SINAR BENGKULU SELATAN,SINAR BENGKULU SELATAN,-4.377866298,102.8408466,45,Operating,2014,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BENGKULU SELATAN,ID-1701,BENGKULU
M-00771,PO1000004136,LYMAN AGRO,SINAR DINAMIKA KAPUAS,SINAR DINAMIKA KAPUAS,-0.308171459,111.5984751,45,Operating,2000,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MELAWI,ID-6110,KALIMANTAN BARAT
M-00772,PO1000007441,UNKNOWN,SINAR HALOMOAN,SINAR HALOMOAN,1.062415454,99.83414275,30,Operating,2015,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PADANG LAWAS,ID-1221,SUMATERA UTARA
M-00773,PO1000004539,SINAR JAYA AGRO INVESTAMA (SJAI),AGRA SAWITINDO,AGRA SAWITINDO,-3.777630904,102.4029408,45,Operating,2008,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BENGKULU TENGAH,ID-1709,BENGKULU
M-00774,PO1000008162,SINAR JAYA AGRO INVESTAMA (SJAI),KARYA AGRO SAWITINDO,KARYA AGRO SAWITINDO,-2.711013653,101.3408333,30,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUKO-MUKO,ID-1706,BENGKULU
M-00775,PO1000008164,SINAR JAYA AGRO INVESTAMA (SJAI),MUKO MUKO INDAH LESTARI,MUKO MUKO INDAH LESTARI,-2.677983165,101.3198476,45,Operating,2006,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUKO-MUKO,ID-1706,BENGKULU
M-00776,PO1000004296,UNKNOWN,SINAR LANGKAT PERKASA,SINAR LANGKAT PERKASA,3.620204198,98.40125182,20,Operating,2006,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-00777,PO1000004271,UNKNOWN,SINAR PANDAWA,SINAR PANDAWA,2.22639448,100.0820037,45,Operating,2007,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU,ID-1207,SUMATERA UTARA
M-00778,PO1000004940,UNKNOWN,SINAR TENERA,SINAR TENERA,3.069959988,99.2049554,30,Operating,2010,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIMALUNGUN,ID-1209,SUMATERA UTARA
M-00779,PO1000004462,SUMBER TANI AGUNG (STA),SINARLIKA PORTIBIJAYA PLANTATION,BAHAL,1.428493114,99.72136732,60,Operating,2010,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PADANG LAWAS UTARA,ID-1220,SUMATERA UTARA
M-00780,PO1000004068,SINAR MAS,SAWIT MAS SEJAHTERA,SUNGAI KIKIM,-3.63308524,103.2193943,60,Operating,2006,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),LAHAT,ID-1604,SUMATERA SELATAN
M-00781,PO1000001611,SINAR MAS,BUMI SAWIT PERMAI,BUMI SAWIT,-3.525462054,104.3451031,30,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUARA ENIM,ID-1603,SUMATERA SELATAN
